Átlag pont felett a(z) "Cloud BI" kategóriában. (2. forduló)
Átlag pont felett a(z) "Cloud BI" kategóriában. (3. forduló)
Átlag pont felett a(z) "Cloud BI" kategóriában. (4. forduló)
Átlag pont felett a(z) "Cloud BI" kategóriában. (6. forduló)
Átlag pont felett a(z) "Cloud Engineering" kategóriában. (1. forduló)
Átlag pont felett a(z) "Cloud Engineering" kategóriában. (2. forduló)
Átlag pont felett a(z) "Cloud Engineering" kategóriában. (3. forduló)
Átlag pont felett a(z) "Cloud Engineering" kategóriában. (4. forduló)
Átlag pont felett a(z) "Cloud Engineering" kategóriában. (5. forduló)
Átlag pont felett a(z) "Cloud Engineering" kategóriában. (6. forduló)
Átlag pont felett a(z) "Data science az IT biztonságban" kategóriában. (1. forduló)
Átlag pont felett a(z) "Data science az IT biztonságban" kategóriában. (2. forduló)
Átlag pont felett a(z) "Data science az IT biztonságban" kategóriában. (6. forduló)
Átlag pont felett a(z) "DevOps" kategóriában. (1. forduló)
Átlag pont felett a(z) "DevOps" kategóriában. (3. forduló)
Átlag pont felett a(z) "DevOps" kategóriában. (4. forduló)
Átlag pont felett a(z) "DevOps" kategóriában. (6. forduló)
Átlag pont felett a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (1. forduló)
Átlag pont felett a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (2. forduló)
Átlag pont felett a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (3. forduló)
Átlag pont felett a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (6. forduló)
Átlag pont felett a(z) "Linux rendszerfejlesztés és üzemeltetés" kategóriában. (3. forduló)
Átlag pont felett a(z) "Mesterséges intelligencia" kategóriában. (4. forduló)
Átlag pont felett a(z) "Mesterséges intelligencia" kategóriában. (5. forduló)
Átlag pont felett a(z) "NetworKING (angol nyelvű)" kategóriában. (3. forduló)
Átlag pont felett a(z) "NetworKING (angol nyelvű)" kategóriában. (5. forduló)
Átlag pont felett a(z) "Node.js fullstack fejlesztés" kategóriában. (1. forduló)
Átlag pont felett a(z) "Node.js fullstack fejlesztés" kategóriában. (2. forduló)
Átlag pont felett a(z) "Node.js fullstack fejlesztés" kategóriában. (3. forduló)
Átlag pont felett a(z) "Node.js fullstack fejlesztés" kategóriában. (4. forduló)
Átlag pont felett a(z) "Node.js fullstack fejlesztés" kategóriában. (5. forduló)
Átlag pont felett a(z) "Nyelvfüggetlen programozás" kategóriában. (2. forduló)
Átlag pont felett a(z) "Nyelvfüggetlen programozás" kategóriában. (3. forduló)
Átlag pont felett a(z) "Nyelvfüggetlen programozás" kategóriában. (5. forduló)
Átlag pont felett a(z) "Python in cloud (angol nyelvű)" kategóriában. (2. forduló)
Átlag pont felett a(z) "Python in cloud (angol nyelvű)" kategóriában. (3. forduló)
Átlag pont felett a(z) "Python in cloud (angol nyelvű)" kategóriában. (4. forduló)
Átlag pont felett a(z) "Python in cloud (angol nyelvű)" kategóriában. (5. forduló)
Átlag pont felett a(z) "Python in cloud (angol nyelvű)" kategóriában. (6. forduló)
Átlag pont felett a(z) "React" kategóriában. (1. forduló)
Átlag pont felett a(z) "React" kategóriában. (2. forduló)
Átlag pont felett a(z) "React" kategóriában. (3. forduló)
Átlag pont felett a(z) "React" kategóriában. (4. forduló)
Átlag pont felett a(z) "React" kategóriában. (6. forduló)
Átlag pont felett a(z) "Tervezési minták" kategóriában. (1. forduló)
Átlag pont felett a(z) "Tervezési minták" kategóriában. (2. forduló)
Átlag pont felett a(z) "Tervezési minták" kategóriában. (5. forduló)
Átlag pont felett a(z) "Tervezési minták" kategóriában. (6. forduló)
Átlag pont felett a(z) "Tesztautomatizálás" kategóriában. (3. forduló)
Átlag pont felett a(z) "Tesztautomatizálás" kategóriában. (5. forduló)
Átlag pont felett a(z) "Webfejlesztés hagyományos eszközökkel" kategóriában. (1. forduló)
Átlag pont felett a(z) "Webfejlesztés hagyományos eszközökkel" kategóriában. (2. forduló)
Átlag pont felett a(z) "Webfejlesztés hagyományos eszközökkel" kategóriában. (6. forduló)
Forduló győztes a(z) "Cloud BI" kategóriában. (2. forduló)

Hibátlan forduló a(z) "Cloud BI" kategóriában. (2. forduló)
Hibátlan forduló a(z) "Cloud BI" kategóriában. (4. forduló)

Hibátlan forduló a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (1. forduló)
Hibátlan forduló a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (2. forduló)
Hibátlan forduló a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (3. forduló)

Hibátlan forduló a(z) "Node.js fullstack fejlesztés" kategóriában. (1. forduló)

Hibátlan forduló a(z) "Python in cloud (angol nyelvű)" kategóriában. (3. forduló)
Hibátlan forduló a(z) "Python in cloud (angol nyelvű)" kategóriában. (5. forduló)
Hibátlan forduló a(z) "Python in cloud (angol nyelvű)" kategóriában. (6. forduló)

Hibátlan forduló a(z) "React" kategóriában. (2. forduló)
Hibátlan forduló a(z) "React" kategóriában. (3. forduló)
Hibátlan forduló a(z) "React" kategóriában. (6. forduló)
